id,candidate_length,in_candidates,response,answer
9425,10,False,nic,Aladdin (1979 musical)
9426,10,False,nic,Aladdin (1979 musical)
9427,4,True,Weston Park,Weston Park
9428,10,True,Shropshire,Shropshire
9429,10,False,notInKB,notInKB
9429,10,False,nic,North Staffordshire
9430,2,True,notInKB,notInKB
9430,2,True,Live Art,Live art
9431,3,True,Aberystwyth University,Aberystwyth University
9432,10,True,Desktop,Desktop computer
9433,10,True,hahnel ind ltd,BP
9434,10,True,Ink,Ink
9435,2,True,iPaq,IPAQ
9436,6,True,Image scanner,Scanners
9437,10,True,Hewlett-Packard,Hewlett-Packard
9438,10,True,IBM,IBM
9439,2,True,Sony Vaio,Vaio
9440,4,True,Apple Inc.,Macintosh
9441,1,True,Palm Centro,Palm Centro
9442,10,True,iPhone,IPhone
9443,3,True,IPod Touch,IPod Touch
9444,10,True,Acer Inc.,Acer Inc.
9445,10,True,Acer Inc.,Acer Inc.
9446,1,True,Sandy Bridge,Sandy Bridge
9447,10,True,Acer Inc.,Acer Inc.
9448,10,True,Taiwan,Taiwan
9449,1,True,notInKB,notInKB
9449,1,True,IDG,IDG
9450,10,True,Acer Inc.,Acer Inc.
9451,10,True,Intel,Intel
9452,1,True,Sandy Bridge,Sandy Bridge
9453,1,True,Sandy Bridge,Sandy Bridge
9454,10,True,Acer Inc.,Acer Inc.
9455,10,True,Acer Inc.,Acer Inc.
9456,10,True,Acer Inc.,Acer Inc.
9457,10,True,Google,Google
9458,1,True,Android (operating system),Android (operating system)
9459,2,True,Consumer Electronics Show,Consumer Electronics Show
9460,10,True,Microsoft Windows,Windows 7
9461,10,True,United Kingdom,United Kingdom
9462,10,True,United Kingdom,United Kingdom
9463,1,True,Office for National Statistics,Office for National Statistics
9464,10,True,Office for National Statistics,National Office of Statistics
9465,10,True,United Kingdom,United Kingdom
9466,10,True,United Kingdom,United Kingdom
9467,10,True,United Kingdom,United Kingdom
9468,10,True,United Kingdom,United Kingdom
9469,10,True,United Kingdom,United Kingdom
9470,10,True,United Kingdom,United Kingdom
9471,10,True,Office for National Statistics,National Office of Statistics
9472,10,True,United Kingdom,United Kingdom
9473,10,True,United Kingdom,United Kingdom
9474,10,True,United Kingdom,United Kingdom
9475,10,True,London,London
9476,10,True,Scotland,Scotland
9477,10,True,Edinburgh,Edinburgh
9478,10,True,Manchester,Manchester
9479,10,True,Birmingham,Birmingham
9480,10,True,United Kingdom,United Kingdom
9481,10,True,United Kingdom,United Kingdom
9482,10,True,Egypt,Egypt
9483,10,True,Jamaica,Jamaica
9484,10,True,Lithuania,Lithuania
9485,10,True,United Kingdom,United Kingdom
9486,10,True,Mexico,Mexico
9487,10,True,United Kingdom,United Kingdom
9488,1,True,Evening Chronicle,Evening Chronicle
9489,10,True,Newcastle upon Tyne,Newcastle United F.C.
9490,10,True,North East England,"North East, Pennsylvania"
9491,10,True,Newcastle United F.C.,Newcastle United F.C.
9492,10,True,Sunderland AFC,Sunderland A.F.C.
9493,10,True,Sunderland AFC,American Football Conference
9494,1,True,Evening Chronicle,Evening Chronicle
9495,10,True,Newcastle upon Tyne,Newcastle United F.C.
9496,10,True,North East England,"North East, Pennsylvania"
9497,10,True,Newcastle United F.C.,Newcastle United F.C.
9498,10,True,Sunderland A.F.C.,Sunderland A.F.C.
9499,10,True,Sunderland AFC,American Football Conference
9500,10,False,nic,Evening Chronicle
9501,10,False,nic,Evening Chronicle
9502,10,True,Baltimore,Baltimore
9503,2,True,Financial News,Financial News
9504,10,True,United States,United States
9505,10,True,United States,United States
9506,10,True,China,China
9507,10,True,India,India
9508,10,True,Third World,Third World
9509,10,True,United States,United States
9510,10,True,United States Congress,United States Congress
9511,10,True,George W. Bush,George W. Bush
9512,10,True,notInKB,notInKB
9512,10,True,Federal Reserve System,Federal Reserve System
9513,10,True,United States,United States
9514,7,True,Unemployment,Unemployment
9515,10,True,United States,United States
9516,10,True,United States,United States
9517,10,True,Eastern Europe,Eastern Europe
9518,10,True,China,China
9519,3,True,Cayman Islands,Cayman Islands
9520,10,True,Fire (classical element),Fire
9521,10,True,Alternative Investment Market,Alternative Investment Market
9522,10,True,Fire,Fire
9523,10,True,capital,Fourth (album)
9524,10,True,Fifth,Fifth Amendment to the United States Constitution
9525,10,True,The New York Times Best Seller list,The New York Times
9526,6,True,The Wall Street Journal,The Wall Street Journal
9527,1,True,Bloomberg Businessweek,Bloomberg Businessweek
9528,10,True,Fire,Fire
9529,5,True,JavaScript,JavaScript
9530,5,True,JavaScript,JavaScript
9531,10,True,Internet Money Club,Internet
9532,1,True,notInKB,notInKB
9532,1,True,Post-office box,Post-office box
9533,1,True,Baltimore,Baltimore
9534,10,True,"Livonia, Michigan","Livonia, Michigan"
9535,4,True,Michigan,Michigan
9536,10,False,nic,Certified Association Executive
9537,2,True,Michigan Boating Industries Association,MBIA
9538,10,False,nic,South Florida
9539,10,True,Ohio University,Ohio
9540,10,False,nic,South Florida
9541,8,True,Bachelor of Business Administration,Bachelor of Business Administration
9542,5,True,Ohio University,Ohio University
9543,10,True,United States Army,United States Army
9544,10,True,Okinawa,Okinawa Prefecture
9545,10,True,Japan,Japan
9546,10,False,nic,South Florida
9547,1,False,Hungarian forint,Financial Times
9548,10,False,nic,South Florida
9549,1,True,Certified Association Executive,Certified Association Executive
9550,10,False,nic,Certified Association Executive
9551,1,True,American Society of Association Executives,American Society of Association Executives
9552,10,True,"Novi, Michigan","Novi, Michigan"
9553,4,True,Michigan,Michigan
9554,10,True,"Harrison Township, Michigan","Harrison Township, Michigan"
9555,4,False,nic,Michigan
9556,10,True,Michigan State University,Michigan State University
9557,10,True,"Midland, Michigan","Midland, Michigan"
9558,4,False,nic,Michigan
9559,10,True,Michigan,Michigan
9560,10,True,United Kingdom,United Kingdom
9561,10,True,European Union,Europe
9562,1,True,Companies Act 2006,Companies Act 2006
9563,10,False,nic,Companies Act 2006
9564,10,False,nic,Companies Act 2006
9565,10,False,nic,Companies Act 2006
9566,2,True,notInKB,notInKB
9566,2,True,Accounting Standards Board,Accounting Standards Board
9567,10,False,nic,Standardization
9568,10,False,nic,Standardization
9569,10,False,nic,Companies Act 2006
9570,10,True,Bill (law),Bill (law)
9571,10,True,House of Lords,House of Lords
9572,10,True,House of Commons of the United Kingdom,House of Commons of the United Kingdom
9573,10,True,Bill (law),Bill (law)
9574,8,True,notInKB,notInKB
9574,8,True,Monarchy of the United Kingdom,Royal Assent
9575,10,True,Autumn,Autumn
9576,6,True,Companies Act 1985,Companies Act 2006
9577,10,False,nic,Companies Act 2006
9578,10,True,United Kingdom,United Kingdom
9579,4,True,European Union,European Economic Community
9580,10,True,Enterprise resource planning,Enterprise resource planning
9581,10,False,nic,Companies Act 2006
9582,10,False,nic,Companies Act 2006
9583,1,True,notInKB,notInKB
9583,1,True,Business performance management,Business performance management
9584,10,False,notInKB,notInKB
9584,10,False,nic,Business performance management
9585,10,False,notInKB,notInKB
9585,10,False,nic,Business performance management
9586,10,False,notInKB,notInKB
9586,10,False,nic,Business performance management
9587,10,False,notInKB,notInKB
9587,10,False,nic,Business performance management
9588,10,True,Enterprise resource planning,Enterprise resource planning
9589,10,True,Human resources,Human resource management
9590,7,True,"Extract, transform, load","Extract, transform, load"
9591,7,True,"Extract, transform, load",Extract
9592,7,True,"Extract, transform, load","Extract, transform, load"
9593,10,True,Master data management,Master data management
9594,2,True,Master Data Management,Master data management
9595,10,True,Master data management,Master data management
9596,1,True,Companies Act 2006,Companies Act 2006
9597,10,False,nic,Companies Act 2006
9598,10,False,notInKB,notInKB
9598,10,False,nic,Business performance management
9599,3,True,University of London,University of London
9600,6,True,Institute of Chartered Accountants in England and Wales,Chartered Accountant
9601,3,True,Deloitte,Deloitte
9602,1,True,V1 Ltd,V1 Ltd
9603,10,True,United Kingdom,United Kingdom
9604,1,True,Tour operator,Tour operator
9605,4,True,Outsourcing,Business process outsourcing
9606,9,True,Business process outsourcing,Business process outsourcing
9607,10,True,Federation of Student Nationalists,Fox Sports Networks
9608,10,True,Universal Indicator Yellow,Yellow
9609,10,True,Aboriginal Australians,Indigenous Australians
9610,4,True,Indigenous Australian art,Rock art
9611,10,True,Fashion,Fashion
9612,10,True,Universal Indicator Yellow,Yellow
9613,10,True,Australian,Australia
9614,1,True,T-shirt,T-shirt
9615,1,True,Indigenous Australian art,Indigenous Australian art
9616,10,True,Australia,Australia
9617,10,True,Outback Steakhouse,Outback
9618,2,True,Australiana,Australiana (single)
9619,10,True,Koala & Kangaroo,Bear
9620,10,True,Buffalo,"Buffalo, New York"
9621,2,True,Dog Breed,Dog breed
9622,10,True,Elephant,Elephant
9623,10,True,Rhinoceros,Rhinoceros
9624,10,True,Fairy & Angel,Angel
9625,10,True,Fantasy,Fantasy
9626,10,True,Celtic,Celtic F.C.
9627,10,True,Native Americans in the United States,Race and ethnicity in the United States Census
9628,10,True,New Zealand,New Zealand
9629,8,True,Old West,American frontier
9630,1,True,Steam locomotive,Steam locomotive
9631,10,True,Wombat,Wombat
9632,10,True,Fox,Fox Broadcasting Company
9633,10,True,Lizard & Crocodile,Australia
9634,1,True,T-shirt,T-shirt
9635,2,True,"Native American, NZ Maori",Australiana (single)
9636,1,True,Indigenous Australian art,Indigenous Australian art
9637,10,True,Aboriginal Australians,Indigenous Australians
9638,1,False,notInKB,notInKB
9638,1,False,Agylla (moth),Tjurunga
9639,10,True,Bone,Bone
9640,2,True,Aboriginal Waterhole (Bone),Printmaking
9641,10,True,Aboriginal Australians,Indigenous Australians
9642,10,True,Kangaroo,Kangaroo
9643,10,True,Emu,Emu
9644,3,True,notInKB,notInKB
9644,3,True,Goanna,Goanna
9645,10,True,Rust (color),Rust
9646,10,True,Aboriginal Australians,Indigenous Australians
9647,4,True,Indigenous Australian art,Rock art
9648,1,True,Football League Championship,Football League Championship
9649,10,True,Brighton & Hove Albion F.C.,Brighton & Hove Albion F.C.
9650,5,True,Brighton & Hove Albion F.C.,Brighton & Hove Albion F.C.
9651,1,True,Falmer Stadium,Falmer Stadium
9652,8,True,Brighton & Hove Albion,Gull
9653,1,True,Football League One,Football League One
9654,1,True,Gus Poyet,Gus Poyet
9655,10,True,Football League Championship,Football League Championship
9656,1,True,Gary Dicker,Gary Dicker
9657,10,True,Wembley Stadium,Wembley Stadium (1923)
9658,10,True,Brighton & Hove Albion F.C.,Brighton & Hove Albion F.C.
9659,3,True,Gus Poyet,Gus Poyet
9660,10,True,Brighton Seagull,Gull
9661,1,True,Craig Mackail-Smith,Craig Mackail-Smith
9662,10,True,Brighton & Hove Albion F.C.,Brighton & Hove Albion F.C.
9663,10,True,Scotland national football team,Scotland
9664,1,True,Craig Mackail-Smith,Craig Mackail-Smith
9665,10,True,Football League Cup,Football League Cup
9666,10,True,Gillingham F.C.,Gillingham F.C.
9667,1,True,Gus Poyet,Gus Poyet
9668,10,True,Brighton & Hove Albion F.C.,Brighton & Hove Albion F.C.
9669,10,True,Scotland national football team,Scotland
9670,10,True,Australia national association football team,Australia
9671,10,True,Argentina national football team,Argentina
9672,10,True,Carling Cup,Football League Cup
9673,10,True,Scotland national football team,Scotland
9674,10,True,England national football team,England
9675,1,True,Scottish Football Association,Scottish Football Association
9676,10,True,Uruguay national football team,Uruguay
9677,10,False,nic,Craig Mackail-Smith
9678,10,True,Scotland national football team,Scotland
9679,10,True,Gillingham F.C.,Gillingham F.C.
9680,10,True,BET,BET
9681,10,False,notInKB,notInKB
9681,10,False,nic,Page-boy
9682,10,True,"Pensacola, Florida","Pensacola, Florida"
9683,10,True,Corinth,"Corinth, Mississippi"
9684,10,True,John Bell Hood,Hood (vehicle)
9685,10,True,Nashville,"Nashville, Tennessee"
9686,10,True,"Brentwood, Tennessee","Brentwood, Pennsylvania"
9687,3,True,Clanton's,"Montevallo, Alabama"
9688,10,False,nic,"Benton, Mississippi"
9689,10,True,Gainesville,"Gainesville, Florida"
9690,10,True,"Columbia, South Carolina","Columbia, South Carolina"
9691,2,True,Alabama,Alabama
9692,10,True,"Mobile, Alabama","Mobile, Alabama"
9693,1,True,Army of the Gulf,Army of the Gulf
9694,10,True,Second,Second
9695,10,False,nic,Third (chord)
9696,10,False,notInKB,notInKB
9696,10,False,nic,Page-boy
9697,10,True,Gulf of Mexico,Gulf War
9698,10,False,nic,Trade union
9699,10,False,nic,Seventh (chord)
9700,10,False,notInKB,notInKB
9700,10,False,nic,Page-boy
9701,10,True,Bay,Bay
9702,10,False,notInKB,notInKB
9702,10,False,nic,Page-boy
9703,10,True,Gulf of Mexico,Gulf War
9704,1,True,Franklin Gardner,Franklin Gardner
9705,10,True,Mississippi,Miss
9706,10,True,Egypt,Egypt
9707,8,True,"Panola, Mississippi","Panola County, Mississippi"
9708,10,True,"Corinth, Mississippi","Corinth, Mississippi"
9709,8,True,"Panola, Mississippi","Panola County, Mississippi"
9710,10,True,"Meridian, Mississippi","Meridian, Mississippi"
9711,2,True,Mississippi,Mississippi
9712,1,True,Army of the Gulf,Army of the Gulf
9713,10,True,"Grenada, Mississippi","Grenada County, Mississippi"
9714,10,True,Mississippi,Miss
9715,10,True,Charlotte pike,"Charlotte, North Carolina"
9716,10,False,notInKB,notInKB
9716,10,False,nic,Bell (instrument)
9717,10,False,nic,Seventh (chord)
9718,10,True,"Bridgeport, Alabama","Bridgeport, Connecticut"
9719,10,True,Cherokee,Cherokee
9720,10,False,nic,"Taylor, Pennsylvania"
9721,10,True,"West Point, Mississippi",United States Military Academy
9722,10,False,nic,Seventh (chord)
9723,3,True,Seventh,"Montevallo, Alabama"
9724,10,False,nic,Trade union
9725,10,True,"Mobile, Alabama","Mobile, Alabama"
9726,10,True,Instant messaging,Instant messaging
9727,3,True,Microsoft Exchange Server,Microsoft Exchange Server
9728,10,True,"Peru, Illinois","Peru, Illinois"
9729,10,True,Ottawa,"Ottawa, Illinois"
9730,5,True,"Streator, Illinois","Streator, Illinois"
9731,10,True,"Mendota, Illinois","Mendota, Illinois"
9732,10,False,nic,"Princeton, Illinois"
9733,10,True,"Spring Valley, Illinois","Spring Valley, Illinois"
9734,5,True,"Earlville, Illinois","Earlville, Illinois"
9735,10,False,nic,"Granville, Illinois"
9736,10,True,"Ladd, Illinois","Ladd, Illinois"
9737,10,True,"Marseilles, Illinois","Marseilles, Illinois"
9738,10,True,"Oglesby, Illinois","Oglesby, Illinois"
9739,10,True,"Seneca, Illinois","Seneca, Illinois"
9740,10,True,"Sheridan, Illinois","Sheridan, Illinois"
9741,10,True,"Walnut, Illinois","Walnut, Illinois"
9742,4,True,"Wenona, Illinois","Wenona, Illinois"
9743,2,True,Wyanet,"Wyanet, Illinois"
9744,10,True,Dalzell,"Dalzell, Illinois"
9745,4,True,Grand Ridge,"Grand Ridge, Illinois"
9746,10,True,"Hennepin, Illinois","Hennepin, Oklahoma"
9747,2,False,nic,"Lamoille County, Vermont"
9748,10,True,"Leland, Illinois","Leland, Illinois"
9749,1,True,"Naplate, Illinois","Naplate, Illinois"
9750,10,True,Ohio,Ohio
9751,10,False,nic,"North Utica, Illinois"
9752,10,True,"Sheffield, Illinois","Sheffield, Illinois"
9753,1,True,"Tiskilwa, Illinois","Tiskilwa, Illinois"
9754,2,True,"Tonica, Illinois","Tonica, Illinois"
9755,10,True,"Concord, New Hampshire","Concord, New Hampshire"
9756,10,True,New Hampshire,New Hampshire
9757,10,True,Vermont,Vermont
9758,10,False,nic,Some Records
9759,7,True,Office on Violence Against Women,Office on Violence Against Women
9760,2,True,United States Department of Justice,United States Department of Justice
9761,10,True,UNICEF,UNICEF
9762,10,True,United States Department of Justice,"Washington, D.C."
9763,2,True,United States Department of Justice,United States Department of Justice
9764,1,True,National Crime Victimization Survey,National Crime Victimization Survey
9765,3,True,Boyfriend,Boyfriend
9766,5,False,nic,Girl Friends (manga)
9767,10,True,United States Department of Justice,"Washington, D.C."
9768,2,True,United States Department of Justice,United States Department of Justice
9769,10,True,Incidence,Incidence (epidemiology)
9770,2,True,Centers for Disease Control,Centers for Disease Control and Prevention
9771,10,True,"Washington, DC","Washington, D.C."
9772,2,True,United States Department of Justice,United States Department of Justice
9773,7,True,Office on Violence Against Women,Office on Violence Against Women
9774,10,True,"Washington, D.C.","Washington, D.C."
9775,2,True,US Department of Justice,United States Department of Justice
9776,4,True,Domestic violence,Violence against women
9777,1,True,Intimate relationship,Intimate relationship
9778,4,True,"Thousand Oaks, California","Thousand Oaks, California"
9779,10,True,California,California
9780,10,True,notInKB,notInKB
9780,10,True,Sage Publications,Sage Publications
9781,1,True,Psychological Bulletin,Psychological Bulletin
9782,4,True,Violence Against Women,Violence against women
9783,10,True,North Carolina,North Carolina
9784,8,True,Psychological,Psychology
9785,1,True,Journal of Consulting and Clinical Psychology,Journal of Consulting and Clinical Psychology
9786,10,True,LD Brush,Liberal Democrats
9787,10,True,LD Brush,Brush
9788,10,True,Society,Society
9789,1,True,American Journal of Public Health,American Journal of Public Health
9790,10,True,United States,United States
9791,10,True,The New York Times,The New York Times
9792,10,True,Desktop,Desktop computer
9793,10,True,Desktop computer,Desktop computer
9794,10,True,Ink,Ink
9795,2,True,iPaq,IPAQ
9796,6,True,Image scanner,Scanners
9797,10,True,Hewlett-Packard,Hewlett-Packard
9798,10,True,IBM,IBM
9799,2,True,Sony Vaio,Vaio
9800,4,True,Apple Inc.,Macintosh
9801,1,True,Palm Centro,Palm Centro
9802,10,True,IPhone,IPhone
9803,3,True,IPod Touch,IPod Touch
9804,10,True,Acer Inc.,Acer Inc.
9805,10,True,Acer Inc.,Acer Inc.
9806,1,True,Sandy Bridge,Sandy Bridge
9807,10,True,Acer Inc.,Acer Inc.
9808,10,True,Taiwan,Taiwan
9809,1,True,notInKB,notInKB
9809,1,True,IDG,IDG
9810,10,True,Acer Inc.,Acer Inc.
9811,10,True,Intel,Intel
9812,1,True,Sandy Bridge,Sandy Bridge
9813,1,True,Sandy Bridge,Sandy Bridge
9814,10,True,Acer Inc.,Acer Inc.
9815,10,True,Acer Inc.,Acer Inc.
9816,10,True,Acer Inc.,Acer Inc.
9817,10,True,Google,Google
9818,1,True,Android (operating system),Android (operating system)
9819,2,True,Consumer Electronics Show,Consumer Electronics Show
9820,10,True,Microsoft Windows,Windows 7
9821,10,True,hp monster,Desktop computer
